"Treatment","Replicate","Phage.Genotype","Phage.Background","Host.Timepoint","Host.Genotype","Infected","Resistant","Phage.Timepoint"
"1-clone","1","1","Contemporary",1,"1",0,1,"1"
"1-clone","1","2","Contemporary",1,"1",0,1,"1"
"1-clone","1","3","Contemporary",1,"1",0,1,"1"
"1-clone","1","4","Contemporary",1,"1",0,1,"1"
"1-clone","1","5","Contemporary",1,"1",0,1,"1"
"1-clone","1","6","Contemporary",1,"1",0,1,"1"
"1-clone","1","7","Contemporary",1,"1",0,1,"1"
"1-clone","1","8","Contemporary",1,"1",0,1,"1"
"1-clone","1","9","Contemporary",1,"1",0,1,"1"
"1-clone","1","10","Contemporary",1,"1",0,1,"1"
"1-clone","1","11","Contemporary",1,"1",0,1,"1"
"1-clone","1","12","Contemporary",1,"1",0,1,"1"
"1-clone","1","1","Past",3,"1",0,1,"1"
"1-clone","1","2","Past",3,"1",0,1,"1"
"1-clone","1","3","Past",3,"1",0,1,"1"
"1-clone","1","4","Past",3,"1",0,1,"1"
"1-clone","1","5","Past",3,"1",0,1,"1"
"1-clone","1","6","Past",3,"1",0,1,"1"
"1-clone","1","7","Past",3,"1",0,1,"1"
"1-clone","1","8","Past",3,"1",0,1,"1"
"1-clone","1","9","Past",3,"1",0,1,"1"
"1-clone","1","10","Past",3,"1",0,1,"1"
"1-clone","1","11","Past",3,"1",0,1,"1"
"1-clone","1","12","Past",3,"1",0,1,"1"
"1-clone","1","1","Past",5,"1",0,1,"1"
"1-clone","1","2","Past",5,"1",0,1,"1"
"1-clone","1","3","Past",5,"1",0,1,"1"
"1-clone","1","4","Past",5,"1",0,1,"1"
"1-clone","1","5","Past",5,"1",0,1,"1"
"1-clone","1","6","Past",5,"1",0,1,"1"
"1-clone","1","7","Past",5,"1",0,1,"1"
"1-clone","1","8","Past",5,"1",0,1,"1"
"1-clone","1","9","Past",5,"1",0,1,"1"
"1-clone","1","10","Past",5,"1",0,1,"1"
"1-clone","1","11","Past",5,"1",0,1,"1"
"1-clone","1","12","Past",5,"1",0,1,"1"
"1-clone","1","1","Past",7,"1",0,1,"1"
"1-clone","1","2","Past",7,"1",0,1,"1"
"1-clone","1","3","Past",7,"1",0,1,"1"
"1-clone","1","4","Past",7,"1",0,1,"1"
"1-clone","1","5","Past",7,"1",0,1,"1"
"1-clone","1","6","Past",7,"1",0,1,"1"
"1-clone","1","7","Past",7,"1",0,1,"1"
"1-clone","1","8","Past",7,"1",0,1,"1"
"1-clone","1","9","Past",7,"1",0,1,"1"
"1-clone","1","10","Past",7,"1",0,1,"1"
"1-clone","1","11","Past",7,"1",0,1,"1"
"1-clone","1","12","Past",7,"1",0,1,"1"
"1-clone","1","1","Contemporary",1,"2",0,1,"1"
"1-clone","1","2","Contemporary",1,"2",0,1,"1"
"1-clone","1","3","Contemporary",1,"2",0,1,"1"
"1-clone","1","4","Contemporary",1,"2",0,1,"1"
"1-clone","1","5","Contemporary",1,"2",0,1,"1"
"1-clone","1","6","Contemporary",1,"2",0,1,"1"
"1-clone","1","7","Contemporary",1,"2",0,1,"1"
"1-clone","1","8","Contemporary",1,"2",0,1,"1"
"1-clone","1","9","Contemporary",1,"2",0,1,"1"
"1-clone","1","10","Contemporary",1,"2",0,1,"1"
"1-clone","1","11","Contemporary",1,"2",0,1,"1"
"1-clone","1","12","Contemporary",1,"2",0,1,"1"
"1-clone","1","1","Past",3,"2",0,1,"1"
"1-clone","1","2","Past",3,"2",0,1,"1"
"1-clone","1","3","Past",3,"2",0,1,"1"
"1-clone","1","4","Past",3,"2",0,1,"1"
"1-clone","1","5","Past",3,"2",0,1,"1"
"1-clone","1","6","Past",3,"2",0,1,"1"
"1-clone","1","7","Past",3,"2",0,1,"1"
"1-clone","1","8","Past",3,"2",0,1,"1"
"1-clone","1","9","Past",3,"2",0,1,"1"
"1-clone","1","10","Past",3,"2",0,1,"1"
"1-clone","1","11","Past",3,"2",0,1,"1"
"1-clone","1","12","Past",3,"2",0,1,"1"
"1-clone","1","1","Past",5,"2",0,1,"1"
"1-clone","1","2","Past",5,"2",0,1,"1"
"1-clone","1","3","Past",5,"2",0,1,"1"
"1-clone","1","4","Past",5,"2",0,1,"1"
"1-clone","1","5","Past",5,"2",0,1,"1"
"1-clone","1","6","Past",5,"2",0,1,"1"
"1-clone","1","7","Past",5,"2",0,1,"1"
"1-clone","1","8","Past",5,"2",0,1,"1"
"1-clone","1","9","Past",5,"2",0,1,"1"
"1-clone","1","10","Past",5,"2",0,1,"1"
"1-clone","1","11","Past",5,"2",0,1,"1"
"1-clone","1","12","Past",5,"2",0,1,"1"
"1-clone","1","1","Past",7,"2",0,1,"1"
"1-clone","1","2","Past",7,"2",0,1,"1"
"1-clone","1","3","Past",7,"2",0,1,"1"
"1-clone","1","4","Past",7,"2",0,1,"1"
"1-clone","1","5","Past",7,"2",0,1,"1"
"1-clone","1","6","Past",7,"2",0,1,"1"
"1-clone","1","7","Past",7,"2",0,1,"1"
"1-clone","1","8","Past",7,"2",0,1,"1"
"1-clone","1","9","Past",7,"2",0,1,"1"
"1-clone","1","10","Past",7,"2",0,1,"1"
"1-clone","1","11","Past",7,"2",0,1,"1"
"1-clone","1","12","Past",7,"2",0,1,"1"
"1-clone","1","1","Contemporary",1,"3",0,1,"1"
"1-clone","1","2","Contemporary",1,"3",0,1,"1"
"1-clone","1","3","Contemporary",1,"3",0,1,"1"
"1-clone","1","4","Contemporary",1,"3",0,1,"1"
"1-clone","1","5","Contemporary",1,"3",0,1,"1"
"1-clone","1","6","Contemporary",1,"3",0,1,"1"
"1-clone","1","7","Contemporary",1,"3",0,1,"1"
"1-clone","1","8","Contemporary",1,"3",0,1,"1"
"1-clone","1","9","Contemporary",1,"3",0,1,"1"
"1-clone","1","10","Contemporary",1,"3",0,1,"1"
"1-clone","1","11","Contemporary",1,"3",0,1,"1"
"1-clone","1","12","Contemporary",1,"3",0,1,"1"
"1-clone","1","1","Past",3,"3",0,1,"1"
"1-clone","1","2","Past",3,"3",0,1,"1"
"1-clone","1","3","Past",3,"3",0,1,"1"
"1-clone","1","4","Past",3,"3",0,1,"1"
"1-clone","1","5","Past",3,"3",0,1,"1"
"1-clone","1","6","Past",3,"3",0,1,"1"
"1-clone","1","7","Past",3,"3",0,1,"1"
"1-clone","1","8","Past",3,"3",0,1,"1"
"1-clone","1","9","Past",3,"3",0,1,"1"
"1-clone","1","10","Past",3,"3",0,1,"1"
"1-clone","1","11","Past",3,"3",0,1,"1"
"1-clone","1","12","Past",3,"3",0,1,"1"
"1-clone","1","1","Past",5,"3",0,1,"1"
"1-clone","1","2","Past",5,"3",0,1,"1"
"1-clone","1","3","Past",5,"3",0,1,"1"
"1-clone","1","4","Past",5,"3",0,1,"1"
"1-clone","1","5","Past",5,"3",0,1,"1"
"1-clone","1","6","Past",5,"3",0,1,"1"
"1-clone","1","7","Past",5,"3",0,1,"1"
"1-clone","1","8","Past",5,"3",0,1,"1"
"1-clone","1","9","Past",5,"3",0,1,"1"
"1-clone","1","10","Past",5,"3",0,1,"1"
"1-clone","1","11","Past",5,"3",0,1,"1"
"1-clone","1","12","Past",5,"3",0,1,"1"
"1-clone","1","1","Past",7,"3",0,1,"1"
"1-clone","1","2","Past",7,"3",0,1,"1"
"1-clone","1","3","Past",7,"3",0,1,"1"
"1-clone","1","4","Past",7,"3",0,1,"1"
"1-clone","1","5","Past",7,"3",0,1,"1"
"1-clone","1","6","Past",7,"3",0,1,"1"
"1-clone","1","7","Past",7,"3",0,1,"1"
"1-clone","1","8","Past",7,"3",0,1,"1"
"1-clone","1","9","Past",7,"3",0,1,"1"
"1-clone","1","10","Past",7,"3",0,1,"1"
"1-clone","1","11","Past",7,"3",0,1,"1"
"1-clone","1","12","Past",7,"3",0,1,"1"
"1-clone","1","1","Contemporary",1,"4",0,1,"1"
"1-clone","1","2","Contemporary",1,"4",0,1,"1"
"1-clone","1","3","Contemporary",1,"4",0,1,"1"
"1-clone","1","4","Contemporary",1,"4",0,1,"1"
"1-clone","1","5","Contemporary",1,"4",0,1,"1"
"1-clone","1","6","Contemporary",1,"4",0,1,"1"
"1-clone","1","7","Contemporary",1,"4",0,1,"1"
"1-clone","1","8","Contemporary",1,"4",0,1,"1"
"1-clone","1","9","Contemporary",1,"4",0,1,"1"
"1-clone","1","10","Contemporary",1,"4",0,1,"1"
"1-clone","1","11","Contemporary",1,"4",0,1,"1"
"1-clone","1","12","Contemporary",1,"4",0,1,"1"
"1-clone","1","1","Past",3,"4",0,1,"1"
"1-clone","1","2","Past",3,"4",0,1,"1"
"1-clone","1","3","Past",3,"4",0,1,"1"
"1-clone","1","4","Past",3,"4",0,1,"1"
"1-clone","1","5","Past",3,"4",0,1,"1"
"1-clone","1","6","Past",3,"4",0,1,"1"
"1-clone","1","7","Past",3,"4",0,1,"1"
"1-clone","1","8","Past",3,"4",0,1,"1"
"1-clone","1","9","Past",3,"4",0,1,"1"
"1-clone","1","10","Past",3,"4",0,1,"1"
"1-clone","1","11","Past",3,"4",0,1,"1"
"1-clone","1","12","Past",3,"4",0,1,"1"
"1-clone","1","1","Past",5,"4",0,1,"1"
"1-clone","1","2","Past",5,"4",0,1,"1"
"1-clone","1","3","Past",5,"4",0,1,"1"
"1-clone","1","4","Past",5,"4",0,1,"1"
"1-clone","1","5","Past",5,"4",0,1,"1"
"1-clone","1","6","Past",5,"4",0,1,"1"
"1-clone","1","7","Past",5,"4",0,1,"1"
"1-clone","1","8","Past",5,"4",0,1,"1"
"1-clone","1","9","Past",5,"4",0,1,"1"
"1-clone","1","10","Past",5,"4",0,1,"1"
"1-clone","1","11","Past",5,"4",0,1,"1"
"1-clone","1","12","Past",5,"4",0,1,"1"
"1-clone","1","1","Past",7,"4",0,1,"1"
"1-clone","1","2","Past",7,"4",0,1,"1"
"1-clone","1","3","Past",7,"4",0,1,"1"
"1-clone","1","4","Past",7,"4",0,1,"1"
"1-clone","1","5","Past",7,"4",0,1,"1"
"1-clone","1","6","Past",7,"4",0,1,"1"
"1-clone","1","7","Past",7,"4",0,1,"1"
"1-clone","1","8","Past",7,"4",0,1,"1"
"1-clone","1","9","Past",7,"4",0,1,"1"
"1-clone","1","10","Past",7,"4",0,1,"1"
"1-clone","1","11","Past",7,"4",0,1,"1"
"1-clone","1","12","Past",7,"4",0,1,"1"
"1-clone","1","1","Contemporary",1,"5",1,0,"1"
"1-clone","1","2","Contemporary",1,"5",1,0,"1"
"1-clone","1","3","Contemporary",1,"5",1,0,"1"
"1-clone","1","4","Contemporary",1,"5",1,0,"1"
"1-clone","1","5","Contemporary",1,"5",1,0,"1"
"1-clone","1","6","Contemporary",1,"5",1,0,"1"
"1-clone","1","7","Contemporary",1,"5",1,0,"1"
"1-clone","1","8","Contemporary",1,"5",1,0,"1"
"1-clone","1","9","Contemporary",1,"5",1,0,"1"
"1-clone","1","10","Contemporary",1,"5",1,0,"1"
"1-clone","1","11","Contemporary",1,"5",1,0,"1"
"1-clone","1","12","Contemporary",1,"5",1,0,"1"
"1-clone","1","1","Past",3,"5",0,1,"1"
"1-clone","1","2","Past",3,"5",0,1,"1"
"1-clone","1","3","Past",3,"5",0,1,"1"
"1-clone","1","4","Past",3,"5",0,1,"1"
"1-clone","1","5","Past",3,"5",0,1,"1"
"1-clone","1","6","Past",3,"5",0,1,"1"
"1-clone","1","7","Past",3,"5",0,1,"1"
"1-clone","1","8","Past",3,"5",0,1,"1"
"1-clone","1","9","Past",3,"5",0,1,"1"
"1-clone","1","10","Past",3,"5",0,1,"1"
"1-clone","1","11","Past",3,"5",0,1,"1"
"1-clone","1","12","Past",3,"5",0,1,"1"
"1-clone","1","1","Past",5,"5",0,1,"1"
"1-clone","1","2","Past",5,"5",0,1,"1"
"1-clone","1","3","Past",5,"5",0,1,"1"
"1-clone","1","4","Past",5,"5",0,1,"1"
"1-clone","1","5","Past",5,"5",0,1,"1"
"1-clone","1","6","Past",5,"5",0,1,"1"
"1-clone","1","7","Past",5,"5",0,1,"1"
"1-clone","1","8","Past",5,"5",0,1,"1"
"1-clone","1","9","Past",5,"5",0,1,"1"
"1-clone","1","10","Past",5,"5",0,1,"1"
"1-clone","1","11","Past",5,"5",0,1,"1"
"1-clone","1","12","Past",5,"5",0,1,"1"
"1-clone","1","1","Past",7,"5",0,1,"1"
"1-clone","1","2","Past",7,"5",0,1,"1"
"1-clone","1","3","Past",7,"5",0,1,"1"
"1-clone","1","4","Past",7,"5",0,1,"1"
"1-clone","1","5","Past",7,"5",0,1,"1"
"1-clone","1","6","Past",7,"5",0,1,"1"
"1-clone","1","7","Past",7,"5",0,1,"1"
"1-clone","1","8","Past",7,"5",0,1,"1"
"1-clone","1","9","Past",7,"5",0,1,"1"
"1-clone","1","10","Past",7,"5",0,1,"1"
"1-clone","1","11","Past",7,"5",0,1,"1"
"1-clone","1","12","Past",7,"5",0,1,"1"
"1-clone","1","1","Contemporary",1,"6",0,1,"1"
"1-clone","1","2","Contemporary",1,"6",0,1,"1"
"1-clone","1","3","Contemporary",1,"6",0,1,"1"
"1-clone","1","4","Contemporary",1,"6",0,1,"1"
"1-clone","1","5","Contemporary",1,"6",0,1,"1"
"1-clone","1","6","Contemporary",1,"6",0,1,"1"
"1-clone","1","7","Contemporary",1,"6",0,1,"1"
"1-clone","1","8","Contemporary",1,"6",0,1,"1"
"1-clone","1","9","Contemporary",1,"6",0,1,"1"
"1-clone","1","10","Contemporary",1,"6",0,1,"1"
"1-clone","1","11","Contemporary",1,"6",0,1,"1"
"1-clone","1","12","Contemporary",1,"6",0,1,"1"
"1-clone","1","1","Past",3,"6",0,1,"1"
"1-clone","1","2","Past",3,"6",0,1,"1"
"1-clone","1","3","Past",3,"6",0,1,"1"
"1-clone","1","4","Past",3,"6",0,1,"1"
"1-clone","1","5","Past",3,"6",0,1,"1"
"1-clone","1","6","Past",3,"6",0,1,"1"
"1-clone","1","7","Past",3,"6",0,1,"1"
"1-clone","1","8","Past",3,"6",0,1,"1"
"1-clone","1","9","Past",3,"6",0,1,"1"
"1-clone","1","10","Past",3,"6",0,1,"1"
"1-clone","1","11","Past",3,"6",0,1,"1"
"1-clone","1","12","Past",3,"6",0,1,"1"
"1-clone","1","1","Past",5,"6",0,1,"1"
"1-clone","1","2","Past",5,"6",0,1,"1"
"1-clone","1","3","Past",5,"6",0,1,"1"
"1-clone","1","4","Past",5,"6",0,1,"1"
"1-clone","1","5","Past",5,"6",0,1,"1"
"1-clone","1","6","Past",5,"6",0,1,"1"
"1-clone","1","7","Past",5,"6",0,1,"1"
"1-clone","1","8","Past",5,"6",0,1,"1"
"1-clone","1","9","Past",5,"6",0,1,"1"
"1-clone","1","10","Past",5,"6",0,1,"1"
"1-clone","1","11","Past",5,"6",0,1,"1"
"1-clone","1","12","Past",5,"6",0,1,"1"
"1-clone","1","1","Past",7,"6",0,1,"1"
"1-clone","1","2","Past",7,"6",0,1,"1"
"1-clone","1","3","Past",7,"6",0,1,"1"
"1-clone","1","4","Past",7,"6",0,1,"1"
"1-clone","1","5","Past",7,"6",0,1,"1"
"1-clone","1","6","Past",7,"6",0,1,"1"
"1-clone","1","7","Past",7,"6",0,1,"1"
"1-clone","1","8","Past",7,"6",0,1,"1"
"1-clone","1","9","Past",7,"6",0,1,"1"
"1-clone","1","10","Past",7,"6",0,1,"1"
"1-clone","1","11","Past",7,"6",0,1,"1"
"1-clone","1","12","Past",7,"6",0,1,"1"
"1-clone","1","1","Contemporary",1,"7",0,1,"1"
"1-clone","1","2","Contemporary",1,"7",0,1,"1"
"1-clone","1","3","Contemporary",1,"7",0,1,"1"
"1-clone","1","4","Contemporary",1,"7",0,1,"1"
"1-clone","1","5","Contemporary",1,"7",0,1,"1"
"1-clone","1","6","Contemporary",1,"7",0,1,"1"
"1-clone","1","7","Contemporary",1,"7",0,1,"1"
"1-clone","1","8","Contemporary",1,"7",0,1,"1"
"1-clone","1","9","Contemporary",1,"7",0,1,"1"
"1-clone","1","10","Contemporary",1,"7",0,1,"1"
"1-clone","1","11","Contemporary",1,"7",0,1,"1"
"1-clone","1","12","Contemporary",1,"7",0,1,"1"
"1-clone","1","1","Past",3,"7",0,1,"1"
"1-clone","1","2","Past",3,"7",0,1,"1"
"1-clone","1","3","Past",3,"7",0,1,"1"
"1-clone","1","4","Past",3,"7",0,1,"1"
"1-clone","1","5","Past",3,"7",0,1,"1"
"1-clone","1","6","Past",3,"7",0,1,"1"
"1-clone","1","7","Past",3,"7",0,1,"1"
"1-clone","1","8","Past",3,"7",0,1,"1"
"1-clone","1","9","Past",3,"7",0,1,"1"
"1-clone","1","10","Past",3,"7",0,1,"1"
"1-clone","1","11","Past",3,"7",0,1,"1"
"1-clone","1","12","Past",3,"7",0,1,"1"
"1-clone","1","1","Past",5,"7",0,1,"1"
"1-clone","1","2","Past",5,"7",0,1,"1"
"1-clone","1","3","Past",5,"7",0,1,"1"
"1-clone","1","4","Past",5,"7",0,1,"1"
"1-clone","1","5","Past",5,"7",0,1,"1"
"1-clone","1","6","Past",5,"7",0,1,"1"
"1-clone","1","7","Past",5,"7",0,1,"1"
"1-clone","1","8","Past",5,"7",0,1,"1"
"1-clone","1","9","Past",5,"7",0,1,"1"
"1-clone","1","10","Past",5,"7",0,1,"1"
"1-clone","1","11","Past",5,"7",0,1,"1"
"1-clone","1","12","Past",5,"7",0,1,"1"
"1-clone","1","1","Past",7,"7",0,1,"1"
"1-clone","1","2","Past",7,"7",0,1,"1"
"1-clone","1","3","Past",7,"7",0,1,"1"
"1-clone","1","4","Past",7,"7",0,1,"1"
"1-clone","1","5","Past",7,"7",0,1,"1"
"1-clone","1","6","Past",7,"7",0,1,"1"
"1-clone","1","7","Past",7,"7",0,1,"1"
"1-clone","1","8","Past",7,"7",0,1,"1"
"1-clone","1","9","Past",7,"7",0,1,"1"
"1-clone","1","10","Past",7,"7",0,1,"1"
"1-clone","1","11","Past",7,"7",0,1,"1"
"1-clone","1","12","Past",7,"7",0,1,"1"
"1-clone","1","1","Contemporary",1,"8",0,1,"1"
"1-clone","1","2","Contemporary",1,"8",0,1,"1"
"1-clone","1","3","Contemporary",1,"8",0,1,"1"
"1-clone","1","4","Contemporary",1,"8",0,1,"1"
"1-clone","1","5","Contemporary",1,"8",0,1,"1"
"1-clone","1","6","Contemporary",1,"8",0,1,"1"
"1-clone","1","7","Contemporary",1,"8",0,1,"1"
"1-clone","1","8","Contemporary",1,"8",0,1,"1"
"1-clone","1","9","Contemporary",1,"8",0,1,"1"
"1-clone","1","10","Contemporary",1,"8",0,1,"1"
"1-clone","1","11","Contemporary",1,"8",0,1,"1"
"1-clone","1","12","Contemporary",1,"8",0,1,"1"
"1-clone","1","1","Past",3,"8",0,1,"1"
"1-clone","1","2","Past",3,"8",0,1,"1"
"1-clone","1","3","Past",3,"8",0,1,"1"
"1-clone","1","4","Past",3,"8",0,1,"1"
"1-clone","1","5","Past",3,"8",0,1,"1"
"1-clone","1","6","Past",3,"8",0,1,"1"
"1-clone","1","7","Past",3,"8",0,1,"1"
"1-clone","1","8","Past",3,"8",0,1,"1"
"1-clone","1","9","Past",3,"8",0,1,"1"
"1-clone","1","10","Past",3,"8",0,1,"1"
"1-clone","1","11","Past",3,"8",0,1,"1"
"1-clone","1","12","Past",3,"8",0,1,"1"
"1-clone","1","1","Past",5,"8",0,1,"1"
"1-clone","1","2","Past",5,"8",0,1,"1"
"1-clone","1","3","Past",5,"8",0,1,"1"
"1-clone","1","4","Past",5,"8",0,1,"1"
"1-clone","1","5","Past",5,"8",0,1,"1"
"1-clone","1","6","Past",5,"8",0,1,"1"
"1-clone","1","7","Past",5,"8",0,1,"1"
"1-clone","1","8","Past",5,"8",0,1,"1"
"1-clone","1","9","Past",5,"8",0,1,"1"
"1-clone","1","10","Past",5,"8",0,1,"1"
"1-clone","1","11","Past",5,"8",0,1,"1"
"1-clone","1","12","Past",5,"8",0,1,"1"
"1-clone","1","1","Past",7,"8",0,1,"1"
"1-clone","1","2","Past",7,"8",0,1,"1"
"1-clone","1","3","Past",7,"8",0,1,"1"
"1-clone","1","4","Past",7,"8",0,1,"1"
"1-clone","1","5","Past",7,"8",0,1,"1"
"1-clone","1","6","Past",7,"8",0,1,"1"
"1-clone","1","7","Past",7,"8",0,1,"1"
"1-clone","1","8","Past",7,"8",0,1,"1"
"1-clone","1","9","Past",7,"8",0,1,"1"
"1-clone","1","10","Past",7,"8",0,1,"1"
"1-clone","1","11","Past",7,"8",0,1,"1"
"1-clone","1","12","Past",7,"8",0,1,"1"
"1-clone","1","1","Contemporary",1,"9",0,1,"1"
"1-clone","1","2","Contemporary",1,"9",0,1,"1"
"1-clone","1","3","Contemporary",1,"9",0,1,"1"
"1-clone","1","4","Contemporary",1,"9",0,1,"1"
"1-clone","1","5","Contemporary",1,"9",0,1,"1"
"1-clone","1","6","Contemporary",1,"9",0,1,"1"
"1-clone","1","7","Contemporary",1,"9",0,1,"1"
"1-clone","1","8","Contemporary",1,"9",0,1,"1"
"1-clone","1","9","Contemporary",1,"9",0,1,"1"
"1-clone","1","10","Contemporary",1,"9",0,1,"1"
"1-clone","1","11","Contemporary",1,"9",0,1,"1"
"1-clone","1","12","Contemporary",1,"9",0,1,"1"
"1-clone","1","1","Past",3,"9",0,1,"1"
"1-clone","1","2","Past",3,"9",0,1,"1"
"1-clone","1","3","Past",3,"9",0,1,"1"
"1-clone","1","4","Past",3,"9",0,1,"1"
"1-clone","1","5","Past",3,"9",0,1,"1"
"1-clone","1","6","Past",3,"9",0,1,"1"
"1-clone","1","7","Past",3,"9",0,1,"1"
"1-clone","1","8","Past",3,"9",0,1,"1"
"1-clone","1","9","Past",3,"9",0,1,"1"
"1-clone","1","10","Past",3,"9",0,1,"1"
"1-clone","1","11","Past",3,"9",0,1,"1"
"1-clone","1","12","Past",3,"9",0,1,"1"
"1-clone","1","1","Past",5,"9",0,1,"1"
"1-clone","1","2","Past",5,"9",0,1,"1"
"1-clone","1","3","Past",5,"9",0,1,"1"
"1-clone","1","4","Past",5,"9",0,1,"1"
"1-clone","1","5","Past",5,"9",0,1,"1"
"1-clone","1","6","Past",5,"9",0,1,"1"
"1-clone","1","7","Past",5,"9",0,1,"1"
"1-clone","1","8","Past",5,"9",0,1,"1"
"1-clone","1","9","Past",5,"9",0,1,"1"
"1-clone","1","10","Past",5,"9",0,1,"1"
"1-clone","1","11","Past",5,"9",0,1,"1"
"1-clone","1","12","Past",5,"9",0,1,"1"
"1-clone","1","1","Past",7,"9",0,1,"1"
"1-clone","1","2","Past",7,"9",0,1,"1"
"1-clone","1","3","Past",7,"9",0,1,"1"
"1-clone","1","4","Past",7,"9",0,1,"1"
"1-clone","1","5","Past",7,"9",0,1,"1"
"1-clone","1","6","Past",7,"9",0,1,"1"
"1-clone","1","7","Past",7,"9",0,1,"1"
"1-clone","1","8","Past",7,"9",0,1,"1"
"1-clone","1","9","Past",7,"9",0,1,"1"
"1-clone","1","10","Past",7,"9",0,1,"1"
"1-clone","1","11","Past",7,"9",0,1,"1"
"1-clone","1","12","Past",7,"9",0,1,"1"
"1-clone","1","1","Contemporary",1,"10",0,1,"1"
"1-clone","1","2","Contemporary",1,"10",0,1,"1"
"1-clone","1","3","Contemporary",1,"10",0,1,"1"
"1-clone","1","4","Contemporary",1,"10",0,1,"1"
"1-clone","1","5","Contemporary",1,"10",0,1,"1"
"1-clone","1","6","Contemporary",1,"10",0,1,"1"
"1-clone","1","7","Contemporary",1,"10",0,1,"1"
"1-clone","1","8","Contemporary",1,"10",0,1,"1"
"1-clone","1","9","Contemporary",1,"10",0,1,"1"
"1-clone","1","10","Contemporary",1,"10",0,1,"1"
"1-clone","1","11","Contemporary",1,"10",0,1,"1"
"1-clone","1","12","Contemporary",1,"10",0,1,"1"
"1-clone","1","1","Past",3,"10",0,1,"1"
"1-clone","1","2","Past",3,"10",0,1,"1"
"1-clone","1","3","Past",3,"10",0,1,"1"
"1-clone","1","4","Past",3,"10",0,1,"1"
"1-clone","1","5","Past",3,"10",0,1,"1"
"1-clone","1","6","Past",3,"10",0,1,"1"
"1-clone","1","7","Past",3,"10",0,1,"1"
"1-clone","1","8","Past",3,"10",0,1,"1"
"1-clone","1","9","Past",3,"10",0,1,"1"
"1-clone","1","10","Past",3,"10",0,1,"1"
"1-clone","1","11","Past",3,"10",0,1,"1"
"1-clone","1","12","Past",3,"10",0,1,"1"
"1-clone","1","1","Past",5,"10",0,1,"1"
"1-clone","1","2","Past",5,"10",0,1,"1"
"1-clone","1","3","Past",5,"10",0,1,"1"
"1-clone","1","4","Past",5,"10",0,1,"1"
"1-clone","1","5","Past",5,"10",0,1,"1"
"1-clone","1","6","Past",5,"10",0,1,"1"
"1-clone","1","7","Past",5,"10",0,1,"1"
"1-clone","1","8","Past",5,"10",0,1,"1"
"1-clone","1","9","Past",5,"10",0,1,"1"
"1-clone","1","10","Past",5,"10",0,1,"1"
"1-clone","1","11","Past",5,"10",0,1,"1"
"1-clone","1","12","Past",5,"10",0,1,"1"
"1-clone","1","1","Past",7,"10",0,1,"1"
"1-clone","1","2","Past",7,"10",0,1,"1"
"1-clone","1","3","Past",7,"10",0,1,"1"
"1-clone","1","4","Past",7,"10",0,1,"1"
"1-clone","1","5","Past",7,"10",0,1,"1"
"1-clone","1","6","Past",7,"10",0,1,"1"
"1-clone","1","7","Past",7,"10",0,1,"1"
"1-clone","1","8","Past",7,"10",0,1,"1"
"1-clone","1","9","Past",7,"10",0,1,"1"
"1-clone","1","10","Past",7,"10",0,1,"1"
"1-clone","1","11","Past",7,"10",0,1,"1"
"1-clone","1","12","Past",7,"10",0,1,"1"
"1-clone","1","1","Contemporary",1,"11",1,0,"1"
"1-clone","1","2","Contemporary",1,"11",1,0,"1"
"1-clone","1","3","Contemporary",1,"11",1,0,"1"
"1-clone","1","4","Contemporary",1,"11",1,0,"1"
"1-clone","1","5","Contemporary",1,"11",1,0,"1"
"1-clone","1","6","Contemporary",1,"11",1,0,"1"
"1-clone","1","7","Contemporary",1,"11",1,0,"1"
"1-clone","1","8","Contemporary",1,"11",1,0,"1"
"1-clone","1","9","Contemporary",1,"11",1,0,"1"
"1-clone","1","10","Contemporary",1,"11",1,0,"1"
"1-clone","1","11","Contemporary",1,"11",1,0,"1"
"1-clone","1","12","Contemporary",1,"11",1,0,"1"
"1-clone","1","1","Past",3,"11",0,1,"1"
"1-clone","1","2","Past",3,"11",0,1,"1"
"1-clone","1","3","Past",3,"11",0,1,"1"
"1-clone","1","4","Past",3,"11",0,1,"1"
"1-clone","1","5","Past",3,"11",0,1,"1"
"1-clone","1","6","Past",3,"11",0,1,"1"
"1-clone","1","7","Past",3,"11",0,1,"1"
"1-clone","1","8","Past",3,"11",0,1,"1"
"1-clone","1","9","Past",3,"11",0,1,"1"
"1-clone","1","10","Past",3,"11",0,1,"1"
"1-clone","1","11","Past",3,"11",0,1,"1"
"1-clone","1","12","Past",3,"11",0,1,"1"
"1-clone","1","1","Past",5,"11",0,1,"1"
"1-clone","1","2","Past",5,"11",0,1,"1"
"1-clone","1","3","Past",5,"11",0,1,"1"
"1-clone","1","4","Past",5,"11",0,1,"1"
"1-clone","1","5","Past",5,"11",0,1,"1"
"1-clone","1","6","Past",5,"11",0,1,"1"
"1-clone","1","7","Past",5,"11",0,1,"1"
"1-clone","1","8","Past",5,"11",0,1,"1"
"1-clone","1","9","Past",5,"11",0,1,"1"
"1-clone","1","10","Past",5,"11",0,1,"1"
"1-clone","1","11","Past",5,"11",0,1,"1"
"1-clone","1","12","Past",5,"11",0,1,"1"
"1-clone","1","1","Past",7,"11",0,1,"1"
"1-clone","1","2","Past",7,"11",0,1,"1"
"1-clone","1","3","Past",7,"11",0,1,"1"
"1-clone","1","4","Past",7,"11",0,1,"1"
