Treatment,Replicate,Phage,Phage.Background,Host.Timepoint,1,2,3,4,5,6,7,8,9,10,11,12
1-clone,5,1,Future,1,0,1,0,0,0,0,0,0,0,0,0,0
1-clone,5,2,Future,1,0,1,0,0,0,0,0,0,0,0,0,0
1-clone,5,3,Future,1,0,1,0,0,0,0,0,0,0,0,0,0
1-clone,5,4,Future,1,0,1,0,0,0,0,0,0,0,0,0,0
1-clone,5,5,Future,1,0,1,0,0,0,0,0,0,0,0,0,0
1-clone,5,6,Future,1,0,1,0,0,0,0,0,0,0,0,0,0
1-clone,5,7,Future,1,0,1,0,0,0,0,0,0,0,0,0,0
1-clone,5,8,Future,1,0,1,0,0,0,0,0,0,0,0,0,0
1-clone,5,9,Future,1,0,1,0,0,0,0,0,0,0,0,0,0
1-clone,5,10,Future,1,0,1,0,0,0,0,0,0,0,0,0,0
1-clone,5,11,Future,1,0,1,0,0,0,0,0,0,0,0,0,0
1-clone,5,12,Future,1,0,1,0,0,0,0,0,0,0,0,0,0
1-clone,5,1,Future,3,1,1,1,1,0,1,1,1,1,1,1,1
1-clone,5,2,Future,3,1,1,1,1,0,1,1,1,1,1,1,1
1-clone,5,3,Future,3,1,1,1,1,0,1,1,1,1,1,1,1
1-clone,5,4,Future,3,1,1,1,1,0,1,1,1,1,1,1,1
1-clone,5,5,Future,3,1,1,1,1,0,1,1,1,1,1,1,1
1-clone,5,6,Future,3,1,1,1,1,0,1,1,1,1,1,1,1
1-clone,5,7,Future,3,1,1,1,1,0,1,1,1,1,1,1,1
1-clone,5,8,Future,3,1,1,1,1,0,1,1,1,1,1,1,1
1-clone,5,9,Future,3,1,1,1,1,0,1,1,1,1,1,1,1
1-clone,5,10,Future,3,1,1,1,1,0,1,1,1,1,1,1,1
1-clone,5,11,Future,3,1,1,1,1,0,1,1,1,1,1,1,1
1-clone,5,12,Future,3,1,1,1,1,0,1,1,1,1,1,1,1
1-clone,5,1,Contemporary,5,1,1,0,0,1,0,0,0,1,1,1,1
1-clone,5,2,Contemporary,5,1,1,0,0,1,0,0,0,1,1,1,1
1-clone,5,3,Contemporary,5,1,1,0,0,1,0,0,0,1,1,1,1
1-clone,5,4,Contemporary,5,1,1,0,0,1,0,0,0,1,1,1,1
1-clone,5,5,Contemporary,5,1,1,0,0,1,0,0,0,1,1,1,1
1-clone,5,6,Contemporary,5,1,1,0,0,1,0,0,0,1,1,1,1
1-clone,5,7,Contemporary,5,1,1,0,0,1,0,0,0,1,1,1,1
1-clone,5,8,Contemporary,5,1,1,0,0,1,0,0,0,1,1,1,1
1-clone,5,9,Contemporary,5,1,1,0,0,1,0,0,0,1,1,1,1
1-clone,5,10,Contemporary,5,1,1,0,0,1,0,0,0,1,1,1,1
1-clone,5,11,Contemporary,5,1,1,0,0,1,0,0,0,1,1,1,1
1-clone,5,12,Contemporary,5,1,1,0,0,1,0,0,0,1,1,1,1
1-clone,5,1,Past,7,0,0,0,0,0,0,0,0,0,0,0,0
1-clone,5,2,Past,7,0,0,0,0,0,0,0,0,0,0,0,0
1-clone,5,3,Past,7,0,0,0,0,0,0,0,0,0,0,0,0
1-clone,5,4,Past,7,0,0,0,0,0,0,0,0,0,0,0,0
1-clone,5,5,Past,7,0,0,0,0,0,0,0,0,0,0,0,0
1-clone,5,6,Past,7,0,0,0,0,0,0,0,0,0,0,0,0
1-clone,5,7,Past,7,0,0,0,0,0,0,0,0,0,0,0,0
1-clone,5,8,Past,7,0,0,0,0,0,0,0,0,0,0,0,0
1-clone,5,9,Past,7,0,0,0,0,0,0,0,0,0,0,0,0
1-clone,5,10,Past,7,0,0,0,0,0,0,0,0,0,0,0,0
1-clone,5,11,Past,7,0,0,0,0,0,0,0,0,0,0,0,0
1-clone,5,12,Past,7,0,0,0,0,0,0,0,0,0,0,0,0
